horizon,anchor_mode,level,method,coverage,coverage_error,pinball_loss,average_upper_bound,objective,fallback_rate,selected
5,origin_peak,0.95,regime_stratified,0.9394572025052192,-0.010542797494780709,0.0034753321927515984,0.0565708013510409,0.014583837701042717,0.162839248434238,False
5,origin_peak,0.95,current_drawdown_regime,0.918580375782881,-0.03141962421711897,0.003977903037187361,0.05392721210533793,0.03593679937535971,0.16910229645093947,False
5,origin_peak,0.95,volatility_regime,0.954070981210856,0.004070981210856028,0.0036249113310955934,0.0631695192143886,0.008327587734095507,0.162839248434238,True
5,origin_peak,0.99,global,0.9582463465553236,-0.0317536534446764,0.0013674317480063484,0.07282334093242901,0.03384931860200704,0.0,False
5,origin_peak,0.99,current_drawdown_stratified,0.9603340292275574,-0.029665970772442596,0.0016707806730281887,0.07857021625214268,0.03212245360799221,0.0,False
5,origin_peak,0.99,volatility_stratified,0.9707724425887265,-0.019227557411273466,0.00128206298950498,0.07993917369271096,0.021309012137705554,0.0,True
5,origin_peak,0.99,regime_stratified,0.9686847599164927,-0.02131524008350727,0.001214387372328127,0.07759095533382102,0.023305537009173607,0.162839248434238,False
5,origin_peak,0.99,current_drawdown_regime,0.9603340292275574,-0.029665970772442596,0.0016141487305944046,0.07926245775221384,0.03207274408055914,0.16910229645093947,False
5,origin_peak,0.99,volatility_regime,0.9707724425887265,-0.019227557411273466,0.0012860163720117444,0.08334815214344557,0.021347055304719666,0.162839248434238,False
5,historical_peak,0.8,global,0.7870563674321504,-0.012943632567849694,0.0062292375126529725,0.20955644449266797,0.02126843452542935,0.0,False
5,historical_peak,0.8,current_drawdown_stratified,0.8288100208768268,0.028810020876826714,0.006421600897286151,0.21328843955548762,0.03736450616966774,0.0,False
5,historical_peak,0.8,volatility_stratified,0.7891440501043842,-0.01085594989561589,0.006263210096521691,0.21019298534003053,0.019221089845537886,0.0,True
5,historical_peak,0.8,regime_stratified,0.8183716075156576,0.018371607515657584,0.006211597182438528,0.2117106138356488,0.0267003108364526,0.162839248434238,False
5,historical_peak,0.8,current_drawdown_regime,0.8183716075156576,0.018371607515657584,0.006395608727817482,0.2125266740212076,0.026892482983687144,0.16910229645093947,False
5,historical_peak,0.8,volatility_regime,0.8350730688935282,0.035073068893528125,0.006353313591534263,0.2134461459771275,0.043560843944833665,0.162839248434238,False
5,historical_peak,0.9,global,0.8559498956158664,-0.04405010438413359,0.0045399232036870945,0.21764800676995155,0.0507665076555202,0.0,False
5,historical_peak,0.9,current_drawdown_stratified,0.8956158663883089,-0.004384133611691099,0.0047033155491145685,0.2227528628618815,0.011314977789424484,0.0,False
5,historical_peak,0.9,volatility_stratified,0.8705636743215032,-0.029436325678496855,0.004510319018787097,0.22065700771695326,0.036153214774453483,0.0,False
5,historical_peak,0.9,regime_stratified,0.8997912317327766,-0.00020876826722338038,0.004394648059204718,0.22317947927642368,0.006835211119192335,0.162839248434238,True
5,historical_peak,0.9,current_drawdown_regime,0.8914405010438413,-0.008559498956158706,0.004683874244128229,0.22223364078750293,0.015465709608161965,0.16910229645093947,False
5,historical_peak,0.9,volatility_regime,0.9123173277661796,0.012317327766179553,0.004478344312177403,0.22467190734288545,0.019042391151785812,0.162839248434238,False
5,historical_peak,0.95,global,0.9227557411273486,-0.02724425887265136,0.0029977129290931722,0.22782885694672447,0.03252026037121178,0.0,False
5,historical_peak,0.95,current_drawdown_stratified,0.9248434237995825,-0.025156576200417446,0.00324428335750081,0.2317747712798004,0.03071860727071626,0.0,False
5,historical_peak,0.95,volatility_stratified,0.9206680584551148,-0.029331941544885165,0.0030090853275414487,0.22900758155935724,0.034631102688020186,0.0,False
5,historical_peak,0.95,regime_stratified,0.9394572025052192,-0.010542797494780709,0.002868370765257823,0.23306316197410537,0.015741799879779587,0.162839248434238,False
5,historical_peak,0.95,current_drawdown_regime,0.9206680584551148,-0.029331941544885165,0.003316847935291378,0.23106985352036455,0.03495948801538019,0.16910229645093947,False
5,historical_peak,0.95,volatility_regime,0.954070981210856,0.004070981210856028,0.0030816405328033115,0.23916046095540658,0.009544226353213406,0.162839248434238,True
5,historical_peak,0.99,global,0.9665970772442589,-0.023402922755741074,0.0009901376829274955,0.24797059459610296,0.0268727663846296,0.0,False
5,historical_peak,0.99,current_drawdown_stratified,0.964509394572025,-0.02549060542797499,0.0012669803036440633,0.25179436736132477,0.029275529405232297,0.0,False
