date,n_assets,estimator,rule,condition_number,off_diagonal_zeros,shrinkage,turnover_traded,cost,effective_n_weights,effective_n_bets,diversification_ratio,max_weight,max_risk_contribution,ex_ante_volatility_annual,forecast_frobenius,forecast_log_likelihood,forecast_n,key
2013-02-18,14,sample,equal_weight,53.65797576049927,0.0,,0.05270809160690282,7.906213741035422e-05,13.999999999999998,1.248380730586642,1.6333531101746421,0.07142857142857144,0.1508294193400542,0.1944000337636777,0.003650461515830945,32.452934484482256,20,equal_weight__sample
2013-03-18,14,sample,equal_weight,81.90686448010126,0.0,,0.05236173094140065,7.854259641210097e-05,13.999999999999998,1.1619715215138113,1.478918817030501,0.07142857142857144,0.14918863287260714,0.25174836842688597,0.002313155465218153,35.7141505105582,20,equal_weight__sample
2013-04-15,14,sample,equal_weight,169.47264443780853,0.0,,0.062183992833052426,9.327598924957863e-05,13.999999999999998,1.1029683730481512,1.386581261084403,0.07142857142857144,0.1469605015292367,0.2593194524643967,0.0027894268579757575,40.12164648153973,20,equal_weight__sample
2013-05-17,14,sample,equal_weight,176.82992632051716,0.0,,0.022620033497624106,3.393005024643616e-05,13.999999999999998,1.1106104165587023,1.4193631662163184,0.07142857142857144,0.13780979028845008,0.2371402060682338,0.002519497622854346,35.63968280561656,20,equal_weight__sample
2013-06-14,14,sample,equal_weight,85.28145649767117,0.0,,0.0537577851192776,8.063667767891639e-05,13.999999999999998,1.1373477605031093,1.5394130833793018,0.07142857142857144,0.1297758549516443,0.19348564570989973,0.0014273819566646888,40.370566263360516,20,equal_weight__sample
2013-07-12,14,sample,equal_weight,104.40802289658893,0.0,,0.04100893089294848,6.151339633942273e-05,13.999999999999998,1.1395852258693564,1.578117337181435,0.07142857142857144,0.13777781106778964,0.1688201331382846,0.001281143074531893,42.57403855922888,20,equal_weight__sample
2013-08-09,14,sample,equal_weight,83.3208005578718,0.0,,0.04108216409180143,6.162324613770214e-05,13.999999999999998,1.1457184584161935,1.6336820832623582,0.07142857142857144,0.13417530201903516,0.15336292934237863,0.0012962561107951326,40.160297345473026,20,equal_weight__sample
2013-09-09,14,sample,equal_weight,149.39318123304773,0.0,,0.03850058086230432,5.775087129345647e-05,13.999999999999998,1.141845754653339,1.5074458470031917,0.07142857142857144,0.16798485790961018,0.15614589720445368,0.0015078464050453134,37.18820046561996,20,equal_weight__sample
2013-10-08,14,sample,equal_weight,86.64341437946074,0.0,,0.03907623064944643,5.861434597416965e-05,13.999999999999998,1.242971504326463,1.6827028649593934,0.07142857142857144,0.1695564966006727,0.13097318202003275,0.0010428352941181896,44.252364423232635,20,equal_weight__sample
2013-11-05,14,sample,equal_weight,52.873209036380956,0.0,,0.01897077104584005,2.8456156568760076e-05,13.999999999999998,1.250192708519389,1.666312559448531,0.07142857142857144,0.16822624079527385,0.12365345139267958,0.0009473710927109619,45.349100971287186,20,equal_weight__sample
